52.2319,0,-0.455543
45.2511,0,1.52828
55.5799,0.572681,-0.834293
49.9199,0,0.2015
38.0453,0,3.57605
49.6408,0,0.280817
54.1929,0,-1.0128
48.5007,0,0.604796
44.6442,0,1.70074
45.7183,0,1.39552
66.8194,11.6726,7.07156
62.2828,7.19234,3.88052
58.0668,3.0287,0.914994
51.3658,0,-0.20942
48.2316,0,0.681278
47.0466,0,1.01804
52.1917,0,-0.444107
57.9417,2.90512,0.826975
44.8879,0,1.63149
67.0161,11.8668,7.20989
48.0963,0,0.719724
31.0022,0,5.57756
44.2786,0,1.80463
52.2148,0,-0.450679
53.0277,0,-0.681697
45.8578,0,1.35587
46.3788,0,1.20782
52.4564,0,-0.51934
45.909,0,1.34133
41.677,0,2.54397
48.0011,0,0.746775
48.705,0,0.546748
46.2542,0,1.2432
53.0461,0,-0.68691
56.5761,1.55653,-0.133552
42.3262,0,2.35948
60.0378,4.9752,2.30137
51.5879,0,-0.272514
40.8037,0,2.79215
47.8275,0,0.796114
64.3297,9.21381,5.3203
47.9464,0,0.76233
55.1693,0.167172,-1.12311
45.5652,0,1.43901
39.4366,0,3.18066
54.3324,0,-1.05245
48.2966,0,0.662809
43.9183,0,1.90704
36.4414,0,4.03183
52.3498,0,-0.48904
