59.5461,4.48963,1.43511
47.5935,0,1.03976
42.4474,0,2.80253
41.2554,0,3.21083
57.885,2.84916,0.363647
48.7109,0,0.656991
50.9537,0,-0.111237
44.8728,0,1.97173
51.8321,0,-0.412144
51.5471,0,-0.314531
53.9513,0,-1.13804
54.5748,0,-1.35164
45.5125,0,1.75258
42.2882,0,2.85706
49.5925,0,0.35502
55.7216,0.712595,-1.03185
36.2261,0,4.9336
55.7621,0.752594,-1.00572
57.9287,2.8923,0.391825
43.2569,0,2.52525
58.5869,3.54233,0.816391
39.248,0,3.89847
35.8671,0,5.05654
55.6477,0.639653,-1.07949
46.2111,0,1.51329
55.4663,0.460521,-1.19649
59.2171,4.16471,1.22289
54.2243,0,-1.23158
38.6769,0,4.09409
45.9995,0,1.58578
53.1653,0,-0.868803
58.0516,3.01365,0.47108
61.0313,5.95634,2.3931
49.2318,0,0.478574
52.7014,0,-0.709927
43.9662,0,2.28227
43.7334,0,2.36202
49.3052,0,0.453419
48.025,0,0.891948
50.3177,0,0.106624
42.0523,0,2.93786
35.5361,0,5.16993
46.8412,0,1.29745
56.855,1.83198,-0.300724
41.123,0,3.2562
58.0645,3.02646,0.479449
67.0829,11.9328,6.29664
50.9395,0,-0.106389
43.9007,0,2.30471
43.137,0,2.56629
57.3233,2.29441,0.00130893
46.5278,0,1.40482
47.2729,0,1.14958
40.6797,0,3.40802
52.8928,0,-0.775487
50.6782,0,-0.0168909
68.22,13.0558,7.03008
54.9067,0,-1.4653
54.0796,0,-1.182
44.3806,0,2.14031
41.7467,0,3.04254
57.8926,2.85669,0.368565
52.2454,0,-0.553713
45.3341,0,1.8137
48.7706,0,0.636555
54.4481,0,-1.30823
47.3215,0,1.13295
56.5683,1.54886,-0.485647
40.7196,0,3.39438
57.7629,2.72853,0.284857
54.0293,0,-1.16478
47.8897,0,0.938297
45.2548,0,1.84086
39.7844,0,3.7147
49.6562,0,0.333191
71.6545,16.4476,9.24545
43.519,0,2.43545
45.6426,0,1.70801
48.0369,0,0.887875
37.9608,0,4.33936
41.7005,0,3.05836
34.1871,0,5.63204
54.0015,0,-1.15525
48.9194,0,0.585587
56.9304,1.90644,-0.252093
52.8508,0,-0.76109
61.5063,6.42551,2.69954
51.3706,0,-0.254057
48.5943,0,0.696957
54.5676,0,-1.34918
51.0394,0,-0.140616
40.9413,0,3.31841
48.5851,0,0.700106
46.5279,0,1.40478
44.6784,0,2.03829
45.2906,0,1.8286
45.0112,0,1.9243
55.2695,0.26617,-1.32343
52.4585,0,-0.626708
44.2521,0,2.18435
42.2538,0,2.86885
43.3698,0,2.48658
56.1929,1.17803,-0.72785
52.8655,0,-0.766119
57.0751,2.04934,-0.158755
49.7048,0,0.316542
37.985,0,4.33107
64.3654,9.24906,4.54373
60.5709,5.50172,2.09616
44.9972,0,1.92912
55.6051,0.59756,-1.10698
53.0898,0,-0.842955
48.5254,0,0.720554
52.1332,0,-0.515262
48.2735,0,0.806821
56.8656,1.84244,-0.293891
46.0394,0,1.5721
45.4854,0,1.76187
61.9554,6.86895,2.98917
48.1642,0,0.84426
50.7859,0,-0.0537559
46.6684,0,1.35666
63.9211,8.81031,4.25716
46.1067,0,1.54905
51.4133,0,-0.26869
