52.8441,0,-0.785773
53.8772,0,-1.15221
44.7045,0,2.1015
41.2732,0,3.31863
53.053,0,-0.859859
53.0285,0,-0.851168
55.0418,0.0413049,-1.52403
62.4805,7.38762,3.18365
40.9694,0,3.42641
57.1846,2.15742,-0.167974
55.2263,0.223501,-1.40727
72.8685,17.6465,9.75777
53.3197,0,-0.954453
54.6366,0,-1.4216
64.8364,9.71426,4.67461
48.8232,0,0.640511
44.8184,0,2.0611
40.2373,0,3.68609
58.2203,3.18029,0.487502
51.2038,0,-0.203905
50.9115,0,-0.100252
59.768,4.70882,1.46702
58.7807,3.73374,0.842164
61.9068,6.82101,2.82055
56.4215,1.4038,-0.65091
48.9904,0,0.581204
47.4434,0,1.12994
61.8824,6.7969,2.8051
53.4085,0,-0.985953
49.5228,0,0.39237
51.8805,0,-0.443951
52.722,0,-0.742454
36.1576,0,5.13321
60.7023,5.63144,2.05825
49.0186,0,0.571206
55.7182,0.70932,-1.09595
49.1278,0,0.532479
51.1752,0,-0.193789
63.1294,8.02838,3.59426
43.1316,0,2.65943
45.5687,0,1.79495
50.4392,0,0.067302
55.7946,0.784698,-1.04764
49.1407,0,0.527903
41.9976,0,3.06168
43.3873,0,2.56872
47.7511,0,1.02082
54.943,0,-1.53028
55.9093,0.897988,-0.975045
56.7531,1.73132,-0.441026
45.9209,0,1.67003
44.8417,0,2.05282
74.9483,19.7005,11.074
58.1352,3.09622,0.433629
42.3865,0,2.92373
49.8961,0,0.259941
42.657,0,2.82777
56.0399,1.02703,-0.892352
47.4637,0,1.12276
55.7824,0.772638,-1.05537
38.3536,0,4.35425
40.1974,0,3.70025
48.8514,0,0.630528
51.1179,0,-0.173451
58.2417,3.20139,0.501021
49.7938,0,0.296238
37.2999,0,4.72803
57.0376,2.01226,-0.260993
59.426,4.37107,1.25058
56.6729,1.65208,-0.491804
56.971,1.94649,-0.30314
44.1098,0,2.31245
54.2302,0,-1.27745
37.0511,0,4.81629
49.7287,0,0.319311
51.366,0,-0.26146
56.5687,1.54917,-0.557753
38.7436,0,4.21594
42.792,0,2.7799
47.3977,0,1.14617
46.296,0,1.53697
51.2984,0,-0.237481
42.1317,0,3.01409
57.5577,2.52596,0.0681957
50.27,0,0.127317
47.8932,0,0.970406
51.3385,0,-0.251681
56.6342,1.61392,-0.516263
43.0856,0,2.67576
37.8392,0,4.53673
48.8375,0,0.635451
47.2937,0,1.18306
69.1506,13.9749,7.40489
63.8297,8.72005,4.0375
